zone,year,month,hours_in_month,price_eur_mwh,temp_c,flow_denmark_gw,flow_finland_gw,flow_germany_gw,flow_lithuania_gw,flow_norway_gw,flow_poland_gw,flow_sum_gw,cross_border_trading_mw,nuclear_mw,fossil_gas_mw,hydro_reservoir_mw,other_mw,wind_onshore_mw,solar_mw,load_mw,residual_load_mw,renewable_share_load_pct,renewable_share_generation_pct,conventional_thermal_power_net_gwh,electricity_gas_heat_and_water_plants_gwh,hydro_power_including_pump_power_net_gwh,losses_gwh,mining_and_manufacturing_gwh,nuclear_power_condensing_net_gwh,other_residential_sector_services_etc_gwh,railways_trams_and_bus_traffic_gwh,solar_power_on_grid_gwh,total_production_gwh,total_usage_gwh,wind_power_gwh,net_position_gwh
SE1,2021,11,710,43.46207042253521,-3.5397183098591536,-0.9164507042253519,-1.7556633802816897,-0.4700788732394366,-0.4545788732394365,0.2584436619718308,-0.45407464788732316,-3.792308450704226,-3890.0130985915484,6923.26338028169,0.0,8760.297183098592,1242.6901408450703,3794.5661971830987,0.0,17180.538028169016,13385.971830985916,73.86563380281692,60.39929577464789,88.0,13.0,1478.0,84.0,545.0,0.0,403.0,21.0,0.0,2063.0,1066.0,497.0,997.0
SE1,2021,12,738,64.46029810298107,-9.10379403794038,-0.44117886178861765,-1.780852303523035,-0.26051219512195106,-0.4785975609756097,0.6741205962059624,-0.3360582655826556,-2.6229268292682932,-2711.521544715448,6783.987804878048,3.962466124661246,9887.672628726286,1742.3070460704605,3849.0046070460685,1.9635501355013552,19777.856368563687,15926.88766937669,70.19999999999999,61.61598915989157,103.0,16.0,2281.0,110.0,554.0,0.0,516.0,24.0,0.0,2886.0,1220.0,502.0,1666.0
SE1,2022,1,726,28.17818181818183,-6.501515151515155,-0.5822314049586773,-1.8593884297520658,-0.3815041322314046,-0.6430358126721774,0.30973002754820933,-0.44861157024793413,-3.6049958677685954,-3669.0428374655644,6705.553719008264,0.16501377410468326,8339.532093663911,1466.7904958677684,5693.429476584023,5.422451790633609,18976.209366391184,13277.357575757565,74.29517906336089,63.049449035812664,106.0,12.0,1698.0,96.0,570.0,0.0,482.0,22.0,4.0,2472.0,1182.0,664.0,1290.0
SE1,2022,2,655,24.493648854961823,-7.685190839694656,-0.5707114503816791,-1.8166824427480919,-0.3374671755725188,-0.5971694656488552,-0.0404274809160305,-0.31733740458015236,-3.679829007633589,-3763.1264122137445,6521.238167938931,2.8749618320610697,9026.039847328246,1317.4803053435114,5328.062595419848,22.01038167938932,18979.27786259542,13629.20580152672,76.26992366412215,64.64992366412214,84.0,11.0,1719.0,87.0,534.0,0.0,416.0,21.0,0.0,2319.0,1069.0,516.0,1250.0
SE1,2022,3,724,21.839737569060777,-1.837707182320442,-1.308368784530387,-1.2123936464088396,-0.5007430939226516,-0.5015096685082872,0.06992817679558017,-0.5030469613259665,-3.956122928176798,-3984.89406077348,6947.745165745856,0.130662983425414,8158.625,1365.3009668508284,4294.088950276244,85.2850828729282,17282.638121546963,12914.862016574583,72.88915745856355,60.02935082872929,104.0,10.0,1719.0,77.0,573.0,0.0,385.0,22.0,2.0,2481.0,1067.0,656.0,1414.0
SE1,2022,4,710,51.02825352112676,0.42647887323943606,-0.7462619718309854,-1.0669309859154932,-0.305788732394366,-0.41762253521126746,-0.3809845070422534,-0.43295492957746434,-3.3505140845070414,-3413.850845070422,6296.588309859155,0.2259154929577465,8031.7808450704215,1175.0607042253516,3108.450422535211,126.4971830985915,15654.954929577465,12420.000845070424,72.18732394366201,59.98873239436622,106.0,8.0,1677.0,68.0,519.0,0.0,368.0,20.0,2.0,2123.0,983.0,338.0,1140.0
SE1,2022,5,730,55.42860273972602,7.536986301369862,-1.1161328767123293,-1.4541082191780819,-0.33986438356164367,-0.4839698630136983,0.08870410958904108,-0.45448767123287626,-3.759810958904109,-3879.686575342464,5083.742739726027,0.1589041095890415,7029.353835616442,870.5783561643836,3659.3495890410954,169.1964383561644,13346.34794520548,9517.802876712325,81.65876712328769,64.4304109589041,86.0,5.0,1466.0,53.0,539.0,0.0,260.0,19.0,2.0,2050.0,876.0,496.0,1174.0
SE1,2022,6,712,47.46563202247189,14.654494382022472,-1.164852528089888,-2.0755688202247176,-0.27525983146067434,-0.5986587078651692,0.8315603932584271,-0.4439845505617977,-3.7267345505617984,-3824.317977528089,5101.832162921349,0.17359550561797832,7474.461095505619,560.0174157303372,2565.22345505618,196.79789325842694,12619.636235955057,9857.613483146068,81.79789325842694,64.30547752808987,94.0,5.0,1597.0,64.0,530.0,0.0,255.0,17.0,2.0,2018.0,871.0,325.0,1147.0
SE1,2022,7,730,21.272109589041104,16.710958904109596,-1.576230136986301,-2.3486945205479466,-0.4388534246575343,-0.704093150684932,0.22997808219178092,-0.5746547945205481,-5.4124616438356155,-5397.476027397262,5506.259589041096,0.1454794520547949,7603.609178082191,453.49328767123285,3016.089178082191,189.42260273972596,11795.619178082192,8590.108219178079,92.14273972602737,64.41178082191782,97.0,5.0,1837.0,76.0,495.0,0.0,304.0,16.0,2.0,2204.0,896.0,268.0,1308.0
SE1,2022,8,718,17.413649025069642,15.164623955431749,-1.3277381615598882,-2.018045961002786,-0.4299164345403901,-0.6832005571030646,0.2987479108635099,-0.5765640668523684,-4.736725626740949,-4720.697771587745,5700.49582172702,1.3905292479108657,7788.3689415041745,493.0463788300835,2566.1565459610033,164.8363509749303,12342.622562674094,9611.628133704731,85.76392757660163,62.81643454038995,52.0,5.0,2241.0,99.0,519.0,0.0,293.0,17.0,2.0,2729.0,933.0,434.0,1796.0
SE1,2022,9,710,92.83360563380283,8.980140845070421,-0.4951014084507043,-1.39823661971831,-0.36768169014084495,-0.6249098591549296,-0.43895492957746474,-0.20222535211267595,-3.5271225352112685,-3431.4053521126757,4676.857746478873,0.8449295774647877,7940.755070422541,671.6170422535208,2751.0350704225352,103.2914084507042,13054.99014084507,10200.666338028172,82.94253521126755,66.7669014084507,36.0,6.0,2403.0,91.0,499.0,0.0,298.0,18.0,0.0,2814.0,912.0,375.0,1902.0
SE1,2022,10,736,48.514415760869575,5.147690217391301,-0.7051820652173915,-1.615513586956522,-0.3610652173913045,-0.5926222826086958,-0.6684972826086958,-0.40846195652173833,-4.351471467391304,-4249.372010869565,5256.910326086957,0.18654891304347862,6602.589538043476,706.3999999999999,4514.198777173914,43.24673913043478,13103.74320652174,8546.297690217394,85.58369565217392,65.0751358695652,63.0,6.0,1906.0,75.0,509.0,0.0,363.0,19.0,0.0,2583.0,972.0,614.0,1611.0
SE1,2022,11,708,112.28303672316382,-1.8644067796610162,-0.5207824858757061,-2.3323361581920907,-0.3674477401129942,-0.5501553672316382,1.1197966101694918,-0.5496525423728809,-3.200439265536723,-3348.2981638418073,5585.4802259887,0.2521186440677967,8745.537005649716,1061.500706214689,3265.0361581920897,8.656638418079094,15770.583333333334,12496.887711864405,77.15621468926552,64.26483050847457,88.0,8.0,2050.0,98.0,530.0,0.0,393.0,20.0,0.0,2424.0,1049.0,286.0,1375.0
SE1,2022,12,733,187.9634788540247,-7.869031377899045,-0.13097680763983627,-1.4312046384720325,-0.10286084583901776,-0.5033069577080492,0.5523901773533423,-0.26239154160982253,-1.8783219645293316,-2047.764938608458,5351.738062755798,1.1899045020463892,8827.500818553888,1621.6181446111873,4147.144474761256,3.2171896316507507,18287.788540245565,14137.42810368349,71.4712141882674,64.90491132332879,93.0,11.0,2115.0,99.0,535.0,0.0,468.0,23.0,0.0,2743.0,1136.0,535.0,1607.0
SE1,2023,1,728,63.03674450549448,-5.010302197802199,-0.5461703296703299,-1.1806758241758244,-0.2878942307692307,-0.5405233516483514,-0.4610989010989015,-0.4802335164835168,-3.4965947802197803,-3670.1267857142866,5785.4876373626375,0.20521978021978066,8219.769917582418,1262.1861263736264,5415.925412087912,6.054395604395602,17653.875,12231.89684065934,77.27788461538456,65.61167582417585,89.0,12.0,2034.0,90.0,550.0,0.0,464.0,23.0,0.0,2836.0,1139.0,713.0,1697.0
SE1,2023,2,656,46.24653963414636,-5.067530487804877,-0.9502256097560978,-1.773521341463415,-0.4117149390243905,-0.6037621951219515,-0.18640091463414624,-0.507862804878049,-4.433408536585367,-4278.819207317072,5744.452743902439,0.7330792682926807,8629.334756097562,1279.6983231707316,5860.9269817073155,31.626219512195128,17598.868902439026,11706.314176829268,82.92774390243903,67.32103658536589,103.0,11.0,1847.0,80.0,511.0,0.0,439.0,21.0,0.0,2668.0,1062.0,718.0,1606.0
SE1,2023,3,729,50.19315500685871,-6.958573388203019,-0.40151028806584355,-1.1843058984910835,-0.3048806584362139,-0.42512757201646084,-0.5905116598079561,-0.4633374485596707,-3.3696008230452685,-3399.1069958847725,5411.757201646091,0.12839506172839532,8807.684636488337,1311.3087791495204,4526.91755829904,76.46652949245542,17311.832647462277,12708.445679012344,77.59327846364883,66.36995884773664,88.0,11.0,2115.0,81.0,554.0,0.0,439.0,23.0,0.0,2802.0,1108.0,599.0,1694.0
SE1,2023,4,704,58.44747159090909,0.6383522727272728,-0.9304190340909092,-0.4909076704545454,-0.4501661931818184,-0.3622855113636364,-0.6220838068181819,-0.5164715909090911,-3.3722911931818165,-3266.722585227273,5825.232812499999,0.35468749999999843,7609.128409090909,998.9639204545451,2864.495170454546,188.4832386363636,14568.369318181818,11515.39119318182,73.31278409090906,60.91903409090909,88.0,8.0,1654.0,61.0,511.0,0.0,337.0,19.0,2.0,2101.0,936.0,357.0,1165.0
SE1,2023,5,711,25.291097046413494,7.420675105485229,-0.6226160337552745,-0.2764458509142052,-0.29586919831223607,-0.5827960618846693,-1.0610070323488046,-0.4938860759493666,-3.332479606188467,-3372.082700421942,4285.432911392405,0.33305203938115396,6837.4919831223615,701.8414908579462,3345.987623066105,339.77144866385373,12545.533052039382,8859.771729957807,84.12728551336146,67.8729957805907,70.0,6.0,1339.0,53.0,515.0,0.0,269.0,18.0,3.0,1946.0,861.0,534.0,1085.0
